id,type,text1,text2,text3,text4,notes
vic_raum_weapon_alkonost,WEAPON,"A monstrous apparatus capable of generating enormous amalgamations of plasma-like particles. The resulting ""blob-comet"", for the lack of better term, can sustain its stability outside of the oscillation chamber for only so long, sparking powerful outbursts towards any neighbouring solid mass, before violently unravelling itself and releasing incredible amounts of energy to the outside. The resulting blastwave evaporates the majority of hard matter in the vicinity, while high amounts of radiation make short work of most living organisms even far away from ground zero. 

A magnificent, and utterly terrifying contraption, spreading death and ruin at the Conglomerate's command. No concrete reports have been found on the origins of this weapon, and no data suggests that it has been witnessed prior to the Collapse. Whether a supersecret Domain Navy project, a product of the deranged genius of the VIC's scientific minds, or even an enigmatic piece of non-human technology merely adapted for combat use - the continuous lack of information and even the slightest commentary from the megacorp itself fuels the fire of rumours and conspiracies amidst the TriMedia social communities. What little is known about Alkonost comes from the hazy reports of eyewitnesses, while attempts to disassemble and reverse-engineer the machine inevitably end in gruesome accidents even when it isn't powered by any outer energy source.  ",,,,
vic_raum_weapon_xl_laidlaw,WEAPON,"The beloved of the majority of Raums' captains. A colossus of a particle accelerator, powerful enough to simply punch through all but the toughest of targets. The strain on the grid flux during each shot is immense, but it is a fair price to pay for the incomparable level of destruction this machine brings. 

Sometimes the most efficient solution is indeed the simplest. From the ancient cave-dwelling times humanity knew that a rock thrown fast enough is as good or even better than any convoluted long-brewn poison. Thousands of years later, and this axiom still holds true and supreme. Who needs hyperdimensional streams, quantum lensing, Brane physics and violations of causality, when something as straightforward as a particle accelerator perfected to its ultimate form can provide results far greater and, arguably, more viscerally pleasing. Such was the line of thought for the famous Laidlaw Accelerators, and this gigantic version of it is the final form, the very symbol of that eternal rock-throwing principle's dominance. Shields, armor, planetary crust, nanite-enforced superpolymer, you name it, - Hyperaccelerator will obliterate it if not with one, but with just two shots, as proved during VIC's numerous successful siege operations. 

""Don't listen to all those ignorant nay-sayers. With this, you can absolutely punch a hole into the surface of a planet."" - Ernesto Laidlaw, Technological Advancement Department Director",,,,
vic_raum_weapon_rokh,WEAPON,"A huge missile filled to the brim with proximity-fuse mines, all and each ready to surge forth in every direction upon activation. Its wide area of mine dispersion allows even a single Raum to easily control enormous swaths of space and keep the enemy in, or out of desired territory. A highly-efficient open-type nanoforge quickly prints out new ordnance, making sure that the battleship can hardly ever run out of ammunition during prolonged battles. 

Created as a supplementary test product for the main project which was the gigantic modular nanoforge, Rokh quickly found its purpose as an area-denial and blockade tool, with just a single Raum battleship now capable of walling off an entire colony all on its own. No more carrier groups were needed to be on stand by in the vicinity of a rioting world, as the new ""fire and forget"" isolation method made sure that no vessel could come in or out, dooming the arrogant mutiniers to inevitable resource deficit and, eventually, famine. Other usage cases included such as: shielding the newly-founded Cocytus headquarters of the megacorp, keeping away the Tri-Tachyon sabotage squads from the orbital research facilities, and creating the record-breaking space minefield, both in total size and the number of deployed mines (both values officially documented, entered into the Domain records databases and yet to be surpassed).

The rumours of a single-stage version with mines replaced by simple explosive materials are yet to be confirmed as true. ",,,,
vic_raum_weapon_rakh,WEAPON,"An alternate version of the Rokh Minefield Launcher. A huge missile filled to the brim with smaller second-stage kinetic missiles, all and each ready to swarm the unfortunate target. The sheer volume of ordnance can easily overwhelm even large opponents, forcing them to drop their shields lest they risk being overloaded. A highly-efficient open-type nanoforge quickly prints out new ordnance, making sure that the battleship can hardly ever run out of ammunition during prolonged battles. 

Created as a supplementary test product for the main project which was the gigantic modular nanoforge, Rokh quickly found its purpose as an area-denial and blockade tool, with just a single Raum battleship now capable of walling off an entire colony all on its own. No more carrier groups were needed to be on stand by in the vicinity of a rioting world, as the new ""fire and forget"" isolation method made sure that no vessel could come in or out, dooming the arrogant mutiniers to inevitable resource deficit and, eventually, famine. Other usage cases included such as: shielding the newly-founded Cocytus headquarters of the megacorp, keeping away the Tri-Tachyon sabotage squads from the orbital research facilities, and creating the record-breaking space minefield, both in total size and the number of deployed mines (both values officially documented, entered into the Domain records databases and yet to be surpassed).

The rumours of a single-stage version with mines replaced by simple explosive materials are yet to be confirmed as true. ",,,,
vic_raum_weapon_vodyanoy_ultra,WEAPON,"A massive, rapid-fire plasma generator capable of producing a stream of projectiles that are equally effective against both shields and armor. The strain on the flux grid of a ship is noticeable, and internal hull structures of opponents are typically resistant to the relatively small plasma projectiles. However, this weapon has no equal when it comes to suppressive firepower and forces the enemy to sacrifice one or other layer of defences.

An enlarged version of Vodyanoy would've never come to be, had it not been for an overly enthusiastic admiral of the Domain Navy, who was thoroughly impressed by the original's functions. Although the corporation was hesistant to start the work on the project, the generous sponsorship of the highly ranked officer kickstarted the works. The debates on the efficiency and necessity for the giant multibarrelled rotary cannon would continue for years on, dragging even into the times of the post-Collapse among the members of the Aerospace Academy. And yet, Vodyanoy Ultra stays, performing its duty with utmost diligence, reserved, for the most part, for operations against the Luddic Path fleets and for the especially unruly pirates. And those who bear doubts about the meaning of its existence, quickly find themselves with no questions left, once space and skies are illuminated by the myriad of transfixing plasma lights.",,,,
vic_notorious_big_iron_buckshot,WEAPON,"A rotary cannon of stupendous size, assembled from various ship scrap metal. It may not be the most intricate of weapons, but it sure is effective, even in the hands of a severely intoxicated crew of gunners. At the current moment it uses kinetic buckshot for ammunition. 

Big, shiny, and thunderous - NBI is probably the most noticeable element of Raumpant, especially when the battleship engages its foes at full speed. Nobody truly knows how it happenned so that such a contraption came to be, not even its own engineers who spend most of the time fixing the internal components of their precious child. The vibrations sent through the ship on each salvo is enough to give every crewmember tinnitus after just a couple of minutes, and the whole thing is believed to be working simply because everyone genuinely believes it to be somehow working, and yet it is loved by its crew, and each and every shot is met with shouts of approval.  ",,,,
vic_notorious_big_iron_slug,WEAPON,"A rotary cannon of stupendous size, assembled from various ship scrap metal. It may not be the most intricate of weapons, but it sure is effective, even in the hands of a severely intoxicated crew of gunners. At the current moment it uses high explosive slug shells for ammunition. 

Big, shiny, and thunderous - NBI is probably the most noticeable element of Raumpant, especially when the battleship engages its foes at full speed. Nobody truly knows how it happenned so that such a contraption came to be, not even its own engineers who spend most of the time fixing the internal components of their precious child. The vibrations sent through the ship on each salvo is enough to give every crewmember tinnitus after just a couple of minutes, and the whole thing is believed to be working simply because everyone genuinely believes it to be somehow working, and yet it is loved by its crew, and each and every shot is met with shouts of approval.  ",,,,
vic_notorious_big_iron_dragon_breath,WEAPON,"A rotary cannon of stupendous size, assembled from various ship scrap metal. It may not be the most intricate of weapons, but it sure is effective, even in the hands of a severely intoxicated crew of gunners. At the current moment it uses fragmentation shrapnel with a mix of highly flammable and caustic chemicals for ammunition. 

Big, shiny, and thunderous - NBI is probably the most noticeable element of Raumpant, especially when the battleship engages its foes at full speed. Nobody truly knows how it happenned so that such a contraption came to be, not even its own engineers who spend most of the time fixing the internal components of their precious child. The vibrations sent through the ship on each salvo is enough to give every crewmember tinnitus after just a couple of minutes, and the whole thing is believed to be working simply because everyone genuinely believes it to be somehow working, and yet it is loved by its crew, and each and every shot is met with shouts of approval.  ",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
#Planets,,,,,,
vic_cocytus,CUSTOM,"Arguably one of the most extensive and expensive private terraforming projects ever conducted prior to the Collapse. Turned from a lifeless rock into a sprawling garden to serve not only as the new corporate headquarters but also as the top management's ""vacation paradise"", Cocytus is the current home to the infamous Volkov Industrial Conglomerate, which gained nigh-full ownership of it and the rest of the system thanks to yet another shady deal with the Domain and the obligation of supporting colonization and development of the Persean Sector.

Its endless summer and sandy beaches, thriving biosphere and warm oceans, picturesque golden sunsets and never-sleeping island megapolises make it one of the most idyllic and desirable planets to live on in the entire Sector according to some, putting it on par with the dedicated ""Pleasure planets"" of the pre-Collapse times.",,"From a first glance, time seems to have stopped in this place. Apart from the fact that a portion of the ocean and land have been given over to agricultural industries to feed the Empyrean system, and that the population has become much more ""diverse"" thanks to the widespread use of the genetech, Cocytus mostly remains the same just as prior to the Collapse. The rich and mafia leaders feast and indulge in exotic activities in their mansions by artificial waterfalls and lagoons to the sound of birdsong, white-collar workers continue to build financial charts in ultra-composite skyscrapers, and everyone else just continue to live and work for both their own and the common good in the hope of a bright future promised to them by both the government and the PR Department. Even if it means spending most of their lives on busy factories and farms. 

This may not be the most well-known fact, but Cocytus does indeed have its own government. Restructured by the combined efforts of the local authorities, the military, and the Conglomerate almost immediately after the Collapse to stabilize the situation, the Persean Union of Domain Colonies formally governs both the entire Empyrian Star System and the colonies outside of it, which voluntarily or voluntarily-forcibly join the Union thanks to the Conglomerate's endeavours. Of course, the formal side of the issue and the real state of affairs are strikingly different, but as long as VIC exists and strives, the Union is left to manage the civilian matters.",,
vic_purgatory,CUSTOM,"Another terraforming project which, unlike Cocytus, went terribly wrong soon after the Collapse and the ""Jump Point Accident,"" due to the lack of resources required for the terraforming process to continue properly. However, instead of completely abandoning the doomed world, VIC seized the opportunity and reorganised the infrastructure to fit into a new role.

These days the inhospitable Purgatory is where the Conglomerate's armies are being made and trained, as well as where the most important research facilities are located, with the biomaterial being brought in practically non-stop by both the corporation's expeditionary fleets and the contracted freelancers. With some of the latter occasionally being mentioned and seen among the less lawful parts of the Sector's population.",,"Atagara BioTech's new headquarters are impressive indeed. In the worst sense of the word. Hiding behind acid clouds, networks of test sites and research centers stretch across the swampy surface of a lifeless world, in which countless employees in bright white coats are trying to uncover the secrets of life and the universe. Most of the theories and new technologies are tested on xenoflora and xenofauna collected by the Conglomerate across the Sector. And on whatever that is considered and branded as such by the researchers themselves.",,
vic_phlegethon,CUSTOM,"Ever since Explorarium probes sent back their first data about the not-yet-named-then Empyrean system, Phlegethon has attracted a lot of attention due to its impressive mineral deposits. However, it was only with the arrival of VIC and the launch of ""Archangel"" that it became possible to quickly break through the hard crust and extract resources within the superheated planet.

As the headquarters of the VIC Extractor Corps, Phlegethon accommodates tens of thousands of miners (both volunteer workers and convict debtors) and continuously supplies materials to the giant orbital shipyards hidden in the shadow behind the planet, where they are used to assemble the Conglomerate's ships.",,"As odd as it may seem, the Conglomerate pays handsomely to the contract workers at its main mining colony. Difficult working conditions, huge risks to health and life in general, the inability of early termination of the contract - work at Phlegeton requires considerable endurance (both physical and mental) and a willingness to spend several years of your life in a place that can be called hell in all fairness.

It's not surprising though, that the managers who make sure the giant mining and processing plants continue to operate and churn out valuable resources, do not like to mention that the corporation's current wage policy and tolerance towards labour unions were not established until after a couple of dozen worker riots in other Sectors.",,
vic_archangel,CUSTOM,"The pride of VIC, and a true technological marvel, the ""Archangel"" mining station, positioned in the Lagrange Point between Empyrean and Phlegethon, concentrates the supergiant's light with the help of enormous Reflector Arrays™ and produces what could possibly be one the most devastating laser beams in the Sector. 

Scraping off Phlegeton's useless exterior crust, ""Archangel"" allows the miners to easily access exposed minerals and collect them by more conventional means. Thankfully, this is the only practical application the station is capable of, and the one it was initially built for. At least,  this is the case according to official Conglomerate statements. ",,"Before you can approach the awe-inducing orbital contraption, piercing the magmatic planet with its sword of light, your ship systems start almost literally screaming - reports of several hundred targeting lasers start flowing in, and you have to bring your fleet to a halt. In less than a minute an incoming transmission from the enormous orbital station is finally heard:

""Attention, citizen. This is Volkov Industrial Conglomerate's property and this area is OFF LIMITS to all unauthorized personnel. Turn around and leave, or you will be terminated. Thank you for your cooperation.""

The voice is strict and commanding, and this certainly does not feel like a joke. Judging by the size of the station, it's possible that it holds enough defensive weaponry to stand its ground against whole armadas. You decide that is indeed best to leave. ",,
vic_megaera,CUSTOM,"Once a regional Domain military base, nowadays this cold place serves as a junkyard, a recycling facility, and an AM-fuel factory for the Conglomerate and the Union. Harsh climate, boring routine and isolating distance from the capital make Megaera a perfect place for ""screw-up"" subordinates to be sent to for prolonged business trips.

Before all the valuable equipment and personnel were relocated to other planets by the Conglomerate during the post-Collapse restabilization period, this particular base was quite well-known among the Domain military higher-ups for its soldiers and special forces units, who demonstrated evidently inhuman physical and intellectual abilities during both their training and service. 
",,"Ironically called the ""Party Place"", the rocky Megaera eventually brings depression or apathy to any and all of its residents, even the most sanguine ones. Surface hub complexes located in the windless and geothermally active regions of the uneven icy landscape, although providing satisfactory living conditions and even some forms of entertainment, still cannot compare with the megacities of Cocytus, the dreamy talks about which do not subside for a minute in these gloomy cold places.",,
vic_fortuna,CUSTOM,"An inconspicuous planet whose low profile has made it a desirable target for some. Its considerable distance from the star, which leads to a near-complete lack of light and heat, is the exact reason Fortuna has become the base of the Luddic Path vanguard, most zealous of those who seek to destroy the Conglomerate once and for all.",,"Neither cold, nor the faintness of light, nor constant meteorite bombardments can shake the fanatical confidence of the followers of the Path in their righteousness and sacred mission. By the look of the clumping living quarters hubs and shabby hangars amidst and inside the craters and canyons, one can easily say that they were built precisely taking into account the risk of yet another space rock striking right at them. Which, judging by the number of differently tinted metallic plates welded onto the outer protective shells of these shanty towns, happens quite a lot.",,
vic_jump_point_stabilizer,CUSTOM,"An extremely complex device capable of stabilizing hyperspace Jump Points by exploiting convoluted quantum processes too inextricable for all but the most experienced physicists of the current era. It is with the help of these devices that VIC's prolonged period of total isolation was ended in c+202.

Potential results of using this technology on the stable working Jump Points are still being actively debated among the Sector's scientific community. ",,"The weird contraptions, circling around the jump point, emit an eerie low hum. At first, you can't even understand, how it's possible, considering the vacuum between you and them. Only then the realization comes to you - what some commoners would call ""the very fabric of the universe"" is slightly vibrating itself all around the enigmatic machines, making you feel somewhat sick. And after several similar complaints from the other crewmembers, you decide to get away from the uncanny devices.",,
vic_kalada,CUSTOM,"A formerly independent colony which became the first newly acquired asset of VIC after the corporation's sudden resurgence. Despite the initial rioting, the local populace is beginning to slowly accept the regime that was brought in by the new supervisors. After all, with the steadily increasing quality of life, it becomes harder to deny that the Conglomerate does indeed care about the prosperity of its own people. Or, at least, those who have enough to afford that prosperity.

However, not everyone accepts the current situation, with a vigilante resistance group, the ""Kaladian Swordsmen,"" becoming increasingly prominent and popular among the opposition forces, much to the displeasure of VIC's newly-appointed planetary managers. ",,"The timely accidental disbanding of the ruling coalition of local states and the ensuing conflicts allowed the Conglomerate to justifyingly proceed with the peacekeeping operation and make it quick and moderately bloodless. A series of betrayals and backstabbings among the regional regimes, several small military campaigns to take over the coastal water treatment systems and food mixture factories, and Kalada's oasis cities found themselves on a silver platter of the Conglomerate, all too ready to save the population from the chaos and join the dry world to the Union. The corporation and the newly estabished government (with some old faces from the previous regimes), however, still had to spend some time and money to rebuild wind farms and irrigation systems, some of which were damaged in the short-term civil war. Which made it possible to slightly alleviate discontent both among the local population and the foreign observers of the conflict.",,
vic_mithos,CUSTOM,"This not-so-important dusty colony of the Church of Galactic Redemption took on a second life after the news of VIC's return began to spread, especially soon after the occupation of Kalada.

Considered the main front of the war against evil, the planet is currently experiencing an economic and demographic boom, with the supporters of the Luddic Church from all over the Sector swarming to it in hopes that one day they'll get to break the hungry jaw of the Conglomerate and drive this Luciferian monstrosity from the past back into the pits of inferno, from whence it seemingly came. ",,,,
vic_bernadian,CUSTOM,"Being the place of the first official meeting of VIC and Hegemony officials, this old outpost from the days of Hegemony's foundation received quite a lot of attention in the recent years. Despite all attempts by the local naval forces to prevent conflict between the Luddic Church and the Conglomerate, the system still keeps filling with smoking debris. 

Recently, rumours of unusually swift unidentified cross-shaped vessels arriving at the planet for the last 50 years have started to re-emerge among those with rich imagination in the cities. COMSEC keeps marking said claims as meaningless fictions and prepostorous conspiracies.",,,,
vic_maria,CUSTOM,"After several large-scale slave rebellions drowned in blood by the ruling self-imposed aristocracy, made of former Urda Mining Co. management, the heavily-industrialized Maria stands on shaky ground, with both sides ready to gnaw at each other's throats. Despite the steadily rising tensions, the upper classes continue to reside and lead their hedonistic lifes in the luxurious arcologies of the wind-swept frozen surface, while the miners are struggling to survive yet another day in the planet's dark, polluted bowels. 

With the VIC, the Luddic Church and the Hegemony on the horizon, the fate of the ""proud and free"" colony is indeed difficult to predict.
",,,,
vic_lemtis,CUSTOM,"An extremely curious--if not unique--case of a planet being caught in-between the stars of two merging systems. Unfortunately, this astronomical miracle is quite short-lived; according to the scientists, Lemtis will either fall into one of the stars, or will be torn apart by their gravitational fields in the next few decades.

Only madmen would attempt to establish a long-lasting infrastructure on this doomed planet. Or the followers of the Luddic Path, who now terrorize the local region, hiding behind the scorching heat and amidst the raging electromagnetic storms.",,,,
vic_ramus,CUSTOM,"Not wanting to be under the total control of the hegemony or the religious fanaticism of the Church of Galactic Redemption, the ruling circles of the former regional logistics center tried to hide under the protection of the Persean League. To some extent, they did, even though, ironically, they are now a much more significant target for the Hegemony and the Church, both of which, until that moment, had no interest in the dusty colony whatsoever.",,,,
vic_pyktis,CUSTOM,"After the end of the Second AI war, the Tri-Tachyon Corporation was faced with a serious need to re-establish its sphere of influence. Incredibly poor and ready to accept any new authority in exchange for medicine, food, and supplies, this desert colony offered no resistance at all. Tri-Tachyon, as a token of gratitude, genuinely fullfilled a small part of their promises.",,,,
vic_boerefuge,CUSTOM,"Who is Boe? No one really knows. Perhaps they were a rich director of a former mining station in the asteroid belt. Or maybe an ordinary miner who became famous for their hard work and cheerful spirit. Or maybe a criminal who escaped from the prison of the Hegemony, found shelter on an abandoned piece of scrap metal and turned it into a favorite place for pirates from all over the area.

It doesn't matter who Boe is. The only thing that does matter, is that the local trade convoys are not happy at all. And that the beer at the bar is some of the best in the whole system. Especially when provided at the expense of the cunningly smiling persons in grey-orange business suits, showing up in the farther darker corners of the establishment once in a while.",,,,
vic_siaubas,CUSTOM,"A relatively small outback planet, mostly known for being the center of a massive rebellion in days long gone. Unrest and armed riots led to the destruction of water treatment plants, which subsequently became one of the main causes of mass epidemic. Humanitarian aid and evacuation of the populace were quickly organized by the conjoined effort of the Domain and a local Volkov fleet, with the megacorp gladly volunteering to help fellow citizens in need. 

Once a populous and promising colony, nowadays Siaubas is nothing more but a place of interest for archaeologists, historians, and biologists of all kinds. Some of the latter occasionally report that the local fauna, which dwells among the ruined, decaying cities, rarely shows unnerving, almost human-like patterns in behaviour and vocalizations. ",,,,
,,,,,,
,,,,,,
#Stellar Entities,,,,,,
star_yellow_supergiant,PLANET,"A massive and rather unstable star evolving from a blue supergiant into a red one. With the hydrogen already depleted in its core, the star is gradually switching onto heavier elements. Despite being colder than their blue brethern, yellow supergiants are in fact the most luminous stars when it comes to the visual range. ",,,,
quasar,PLANET,"One of the most luminous, massive and electromagnetically ""loud"" objects in the known Universe, quasars, also known as quasi-stellar objects, are enormous black holes, the accretion disks of which are heated up due to the friction, which causes them to emit up to 600 trillion times as much light as the Sun. A part of matter and energy concentrated around quasars is emitted outwards in giant jets, obliterating everything in their path. A terrifying, yet magnificent wonder of the Universe. 

While not actually being a proper quasar (which can be naturally encountered only at the centres of galaxies), this particular stellar entity possessed enough similar traits for the Sector's scientific community to classify it as one. As the nature of it is still being debated and discussed, the new class name is yet to be decided upon, to the great displeasure of some of the community's members. ",,,,
,,,,,,
,,,,,,
#Stations,,,,,,
vic_ApotheosisAbandonedStation,CUSTOM,"An abandoned station with bleak striped ""V"" logos still visible on some of its radiation-washed parts. Surprisingly, some of the inner systems are still intact, which allows for relatively safe docking.",,,,
,,,,,,
,,,,,,
#Commodities,,,,,,
vic_genetech,RESOURCE,"That which made the Domain's higher-ups, the military, and the rich drool, and turned VIC from a small backwater company into an enormous megacorporation. With the help of masterfully engineered DNA-modifying viruses, anything is possible--from simply changing eye/hair colour to lifespan extension, enhancement of physical and intellectual abilities, and even outright transforming one's anatomy and physiology with little to no limitations, albeit with exponentially increasing risks. Every dose is highly personalized beforehand for the best compatibility of genome - applying the solution to the wrong subject possesses extreme danger, with the fatal outcome being a common result in case of the more complex genemods. Back in the days, the Conglomerate was looking forward to finally reveal these to the public and start selling them en masse; lobbying for the necessary laws wasn't that much of an issue--generous gifts to the powers that be were paying off in the end.

All reports on negative side effects, including genemod addiction, heightened aggression, violent and animalistic tendencies, loss of identity, and other mental deviations are surely nothing but pathetic anti-VIC propaganda.",,,,
vic_booze_c,RESOURCE,"A single sip of this heavenly-tasting spicy syrup, and one is ready to take on the Tyrant's regime with bare hands. But beware, the fall from grace is a one-way ticket.

The original formula and production methods are highly classified by the Conglomerate.","Randomizes the damage dealt and received, and provides a chance to deal critical strikes with shots. Increases the aggression of crews without officers.",,,
