id,trigger,conditions,script,text,options,notes
vic_meetJeremyHoloGuideManagement,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement","HideSecondPerson
ShowSecondPerson vic_VolkovHolo","""Well, to start off, the most important person in our little story - Victor Volkov. An entrepreneur and a philanthropist, who founded the corporation and successfully led it for many years. Without him there would be no Frontier Dynamics, and no Conglomerate.""

""Some say he was a ruthless businessman luckily born into a rich family of interstellar traders, while I always preferred to call him a truly self-made man who was extremely efficient and focused on the job. Not all of his decisions were widely supported by the employees or the public, but no one could deny - it is under his leadership that VIC found its firm ground and rose to the ranks of corporate giants.""","vic_meetJeremyHoloGuideManagement1.5: ""Is Volkov still alive?""
vic_meetJeremyHoloGuideManagement2: Continue
",
vic_meetJeremyHoloGuideManagement1.5,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement1.5",,"""What? Oh, ha-hah! Don't be ridiculous!"" - the hologuide laughs wholeheartedly, wiping a holographic tear with the free hand.

""No, of course not. Mister Volkov passed away long time ago, even before I joined the company. For all the wonders that our biotechnologies are already capable of, there was and still is nothing that could keep anyone around for that long. Even someone as stubborn as him."" ","vic_meetJeremyHoloGuideManagement2: Continue",
vic_meetJeremyHoloGuideManagement2,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement2","HideSecondPerson
ShowSecondPerson vic_ErnestoHolo","""And moving onto the current Board, let's start with the big name, Ernesto Laidlaw him-darn-self. He was rather famous around the time of the Collapse, you know?"" - says holo-Jeremy, pointing at the portrait of a man floating in the air beside him. 

""""Father of the VIC tech"", a true prodigy who has kept and is still keeping our corporation on the edge of scientific and technological progress. A flamboyant workaholic, and a playboy, but don't tell him I said that last part!""","vic_meetJeremyHoloGuideManagement3Main: Let him continue
vic_meetJeremyHoloGuideManagement2.5a: ""Wait, THAT Laidlaw? THAT one?""
vic_meetJeremyHoloGuideManagement2.5b: ""Who?""
vic_meetJeremyHoloGuideManagement2.5c: ""A playboy, huh...""
vic_meetJeremyHoloGuideManagement2.5d: ""Is he single?""",
vic_meetJeremyHoloGuideManagement2.5a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement2.5a",,"Holo-Jeremy nods with a grin of satisfaction, - ""Yes, THAT Laidlaw, in the flesh. The creator of famous Laidlaw Accelerators, the designer of multiple Conglomerate ships and many other technologies that we are using today both in the civilian sector and in the military. He's spending most of his time in his laboratory on the Archangel Mining Station nowadays and doesn't have many visitors, but maybe some day you could meet him in person, who knows!"" ","vic_meetJeremyHoloGuideManagement3Main: Continue",
vic_meetJeremyHoloGuideManagement2.5b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement2.5b",,"""What? Wait, you serious? You don't know Ernesto Laidlaw? One of the most prominent Domain physicists of the late pre-Collapse period? People these days..."" - the hologram shakes the head and sighs in defeat.

""Oh well, nevermind, now you know about him. At least a bit. Though, I would advise reading up on him more. After all, he was, and still is a bright mind amidst the sea of darkness we're all living in nowadays.""","vic_meetJeremyHoloGuideManagement3Main: Continue",
vic_meetJeremyHoloGuideManagement2.5c,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement2.5c",,"""Believe or not, but he used to participate in partnerships with some fashion holomagazines back in the days. Though as he says, it was just to pay the bills and attract rich sponsors for his new tech projects. But who knows, who knows...""","vic_meetJeremyHoloGuideManagement3Main: Continue",
vic_meetJeremyHoloGuideManagement2.5d,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement2.5d",,"""Pretty sure he is at the moment, but don't get your hopes up. You're in the different leagues,"" - the hologram shrugs with a condescending smile.","vic_meetJeremyHoloGuideManagement3Desperate: Continue",
vic_meetJeremyHoloGuideManagement3Main,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideManagement3Main","HideSecondPerson
","""A-a-and next up - Agniezska Lazari, our current head of bio-research and all things organic. The Architect of Flesh they are, as some overly enthusiastic subordinates of theirs say. They were the only senior manager who agreed to move their workplace to Purgatory after things went nasty with the whole terraforming accident over there. Another sad repercussion of the Collapse that was, alas, "" - holo-Jeremiah sniffs, looking melancholically somewhere to the side. And then springs back to his usual jolly self.

""Eventually, Lazari moved the entirety of our biotech department there for safety reasons. They're not a public person, so don't expect to see them anywhere but inside of their laboratory, he-heh. Can't blame them! There is no limit to perfection! Especially in the art of our own very flesh.""

""We don't show them in the hologuide because their current physique might be triggering for some of the clients, especially if they're not yet familiar with our biotechnologies and the extent of their capabilities,"" - the hologuide coughs. ","vic_meetJeremyHoloGuideManagement4a: Let him continue
vic_meetJeremyHoloGuideManagement4b: ""Alright, I'll trust your judgement.""
vic_meetJeremyHoloGuideManagement3.1a: ""Don't care, show.""
vic_meetJeremyHoloGuideManagement3.1b: ""Show them, I'm curious.""
",
vic_meetJeremyHoloGuideManagement3Desperate,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3Desperate","HideSecondPerson","""A-a-and next up - Agniezska Lazari, our current head of bio-research and all things organic. The Architect of Flesh they are, as some overly enthusiastic subordinates of theirs say. They were the only senior manager who agreed to move their workplace to Purgatory after things went nasty with the whole terraforming accident over there. Another sad repercussion of the Collapse that was, alas, "" - holo-Jeremiah sniffs, looking melancholically somewhere to the side. And then springs back to his usual jolly self.

""Eventually, Lazari moved the entirety of our biotech department there for safety reasons. They're not a public person, so don't expect to see them anywhere but inside of their laboratory, he-heh. Can't blame them! There is no limit to perfection! Especially in the art of our own very flesh.""

""We don't show them in the hologuide because their current physique might be triggering for some of the clients, especially if they're not yet familiar with our biotechnologies and the extent of their capabilities,"" - the hologuide coughs. ","vic_meetJeremyHoloGuideManagement4a: Continue
vic_meetJeremyHoloGuideManagement4b: ""Alright, I'll trust your judgement.""
vic_meetJeremyHoloGuideManagement3.1aDesperate: ""Don't care, show.""
vic_meetJeremyHoloGuideManagement3.1bDesperate: ""Show them, I'm curious.""
",
vic_meetJeremyHoloGuideManagement3.1a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.1a
","ShowSecondPerson vic_AgniezskaHolo","""Yeah-yeah, everyone says that thinking they're tough enough. But what do I care anyways? We do not hold any accountability from this point on!"" 

An image of a creature manifests itself from a holo-emitter. It surely isn't human, but even through the static of the hologram its eyes do convey a level of intelligence befitting of a sapient being. ","vic_meetJeremyHoloGuideManagement3.2a: ""Oh, wow.""
vic_meetJeremyHoloGuideManagement3.2b: ""Eh, I've seen worse.""
vic_meetJeremyHoloGuideManagement3.2c: ""Are you sure they are human?...""
vic_meetJeremyHoloGuideManagement3.2d: ""Alright, I admit, you were right, I regret my life decisions.""
vic_meetJeremyHoloGuideManagement3.2e: Say nothing out of politeness
vic_meetJeremyHoloGuideManagement3.2f: ""Are they single?""
vic_meetJeremyHoloGuideManagementRunAway: Leave the hologuide booth. Now
",
vic_meetJeremyHoloGuideManagement3.1b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.1b","ShowSecondPerson vic_AgniezskaHolo","""Well, if you say so... But! We do not hold any accountability from this point on!"" 

An image of a creature manifests itself from a holo-emitter. It surely isn't human, but even through the static of the hologram its eyes do convey a level of intelligence befitting of a sapient being. ","vic_meetJeremyHoloGuideManagement3.2a: ""Oh, wow.""
vic_meetJeremyHoloGuideManagement3.2b: ""Eh, I've seen worse.""
vic_meetJeremyHoloGuideManagement3.2c: ""Are you sure they are human?...""
vic_meetJeremyHoloGuideManagement3.2d: ""Alright, I admit, you were right, I regret my life decisions.""
vic_meetJeremyHoloGuideManagement3.2e: Say nothing out of politeness
vic_meetJeremyHoloGuideManagement3.2f: ""Are they single?""
vic_meetJeremyHoloGuideManagementRunAway: Leave the hologuide booth. Now
",
vic_meetJeremyHoloGuideManagement3.1aDesperate,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideManagement3.1aDesperate","ShowSecondPerson vic_AgniezskaHolo","""Yeah-yeah, everyone says that thinking they're tough enough. But what do I care anyways? We do not hold any accountability from this point on!"" 

An image of a creature manifests itself from a holo-emitter. It surely isn't human, but even through the static of the hologram its eyes do convey a level of intelligence befitting of a sapient being. ","vic_meetJeremyHoloGuideManagement3.2a: ""Oh, wow.""
vic_meetJeremyHoloGuideManagement3.2b: ""Eh, I've seen worse.""
vic_meetJeremyHoloGuideManagement3.2c: ""Are you sure they are human?...""
vic_meetJeremyHoloGuideManagement3.2d: ""Alright, I admit, you were right, I regret my life decisions.""
vic_meetJeremyHoloGuideManagement3.2e: Say nothing out of politeness
vic_meetJeremyHoloGuideManagement3.2fDesperate: ""Are THEY single?""
vic_meetJeremyHoloGuideManagementRunAway: Leave the hologuide booth. Now
",
vic_meetJeremyHoloGuideManagement3.1bDesperate,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.1bDesperate","ShowSecondPerson vic_AgniezskaHolo","""Well, if you say so... But! We do not hold any accountability from this point on!"" 

An image of a creature manifests itself from a holo-emitter. It surely isn't human, but even through the static of the hologram its eyes do convey a level of intelligence befitting of a sapient being. ","vic_meetJeremyHoloGuideManagement3.2a: ""Oh, wow.""
vic_meetJeremyHoloGuideManagement3.2b: ""Eh, I've seen worse.""
vic_meetJeremyHoloGuideManagement3.2c: ""Are you sure they are human?...""
vic_meetJeremyHoloGuideManagement3.2d: ""Alright, I admit, you were right, I regret my life decisions.""
vic_meetJeremyHoloGuideManagement3.2e: Say nothing out of politeness
vic_meetJeremyHoloGuideManagement3.2fDesperate: ""Are THEY single?""
vic_meetJeremyHoloGuideManagementRunAway: Leave the hologuide booth. Now
",
vic_meetJeremyHoloGuideManagement3.2a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2a",,"""For what it's worth, they are a living, breathing testament to the power of our genetech technology. And being the lead researcher and developer of it today, they do indeed use it a lot on themselves. I'm not even sure we still have the info on how they looked initially... I personally wouldn't go as far as they did with all the modifications, but who am I to judge?""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2b
",,"""Really? Either you're pulling my finger or you've already witnessed the achievements of the Conglomerate's genetech. In any case, good for you!""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2c,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2c",,"""Believe it or not, but yes, they are 100% human. Or, well, at least they used to be long time ago, before delviing into the depths of biotechnology. Being the lead researcher and developer of genetech today, they do indeed use it a lot on themselves, as you can obviously notice. They've changed themselves too many times to count throughout the years, really. I'm not even sure we still have the info on how they looked initially... I personally wouldn't go as far as they did with all the modifications, but who am I to judge?""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2d,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2d
",,"""Don't say I didn't warn you. Alright, moving on!""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2e,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2e",,"""Don't give me that look now, I did warn you, didn't I? Now live with the repercussions of your actions in this cursed world you've created. Alright, moving on!""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2f,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2f",,"""Going to be honest with you, no idea. But based on the archive data in my possession, they were never interested in any personal relationships. Sorry!""","vic_meetJeremyHoloGuideManagement4a: Continue",
vic_meetJeremyHoloGuideManagement3.2fDesperate,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement3.2fDesperate",,"""Listen, I'm not a dating AI program, so you should stop trying. I mean, you can keep trying, sure, but it won't get you anywhere, trust me. And yes, as far as the archive data says, they are indeed single, but they are not interested in any personal relationships, so tough luck, buddy.""","vic_meetJeremyHoloGuideManagement4Desperate: Continue",
vic_meetJeremyHoloGuideManagement4a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement4a","HideSecondPerson","""And then we have Arnold Bernstein, our head of armed forces; Michelle Kitsune, our director of Data and Information department; and Axton Murkwell, our Intelligence and Inner Security lead. 

They didn't want to share their info through the hologuide so I can't share the details, and no, you won't get it even if you ask nicely. I hope for your understanding!""","vic_meetJeremyHoloGuideManagement5: Continue",
vic_meetJeremyHoloGuideManagement4b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement4b","HideSecondPerson","""Thank you for your trust. You'd never guess how many of our clients had ""severe unpleasant reactions"" after not listening to our advices...""

""Anyways, moving on! Tthen we have Arnold Bernstein, our head of armed forces; Michelle Kitsune, our director of Data and Information department; and Axton Murkwell, our Intteligence and Inner Security lead.""

""They didn't want to share their info through the hologuide so I can't share the details, and no, you won't get it even if you ask nicely. I hope for your understanding!""","vic_meetJeremyHoloGuideManagement5: Continue",
vic_meetJeremyHoloGuideManagement4Desperate,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement4Desperate","HideSecondPerson","""And then we have Arnold Bernstein, our head of armed forces; Michelle Kitsune, our director of Data and Information department; and Axton Murkwell, our Intteligence and Inner Security lead. 

They didn't want to share their info through the hologuide so I can't share the details, and no, you won't get it even if you ask nicely. I hope for your understanding!""","vic_meetJeremyHoloGuideManagement5Desperate: Continue",
vic_meetJeremyHoloGuideManagement5,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideManagement5","ShowSecondPerson vic_TatianaHolo
","""And finally, we have Tatiana Vasilevskaya, our current CEO, and actually the youngest member of the Board. But  in spite of that, I dare to say that she might be the most committed of us all. A visionary, even. She took the post from a rather conservative party who made us quite stagnant in our prolonged isolation, and she quickly mobilised our efforts and resources in order to solve the crisis.""

""With her at the helm, not only we've managed to rejoin the interstellar community, but also found a new path forward in these trying times. The era of old VIC which only grew and hoarded without purpose is over, and a new era is here. A new, bright era of our sole focus on helping humanity to survive, overcome, and prevail!""

""Sorry, but they asked me to add a bit more... Bravado to the speech,"" - holo-Jeremy smiles and puffs out yet another smoky cloud.","vic_meetJeremyHoloGuideManagement6: Continue
vic_meetJeremyHoloGuideManagement5.1a: ""Sounds like a worthy successor to Volkov's legacy.""
vic_meetJeremyHoloGuideManagement5.1b: ""All corpos are the same. Greedy, ambitious, and too full of themselves.""
vic_meetJeremyHoloGuideManagement5.1c: ""Is she single?""",
vic_meetJeremyHoloGuideManagement5Desperate,DialogOptionSelected,"$option == vic_meetJeremyHoloGuideManagement5Desperate","ShowSecondPerson vic_TatianaHolo
","""And finally, we have Tatiana Vasilevskaya, our current CEO, and actually the youngest member of the Board. But  in spite of that, I dare to say that she might be the most committed of us all. A visionary, even. She took the post from a rather conservative party who made us quite stagnant in our prolonged isolation, and she quickly mobilised our efforts and resources in order to solve the crisis.""

""With her at the helm, not only we've managed to rejoin the interstellar community, but also found a new path forward in these trying times. The era of old VIC which only grew and hoarded without purpose is over, and a new era is here. A new, bright era of our sole focus on helping humanity to survive, overcome, and prevail!""

""Sorry, but they asked me to add a bit more... Bravado to the speech,"" - holo-Jeremy smiles and puffs out yet another smoky cloud.","vic_meetJeremyHoloGuideManagement6: Continue
vic_meetJeremyHoloGuideManagement5.1a: ""Sounds like a worthy successor to Volkov's legacy.""
vic_meetJeremyHoloGuideManagement5.1b: ""All corpos are the same. Greedy, ambitious, and too full of themselves.""
vic_meetJeremyHoloGuideManagement5.1cDesperate: ""Is she single?...""",
vic_meetJeremyHoloGuideManagement5.1a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement5.1a","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutManagementXPFirstTime","""Indeed. I don't think anyone but her among all the past and current Board members could live up to mr. Volkov's success. But you know how they say, ""It's the hardest of times that create the strongest people.""""

""And that concludes our short summary of VIC's current Board of Directors! Hope you've learned something new and interesting today!"" - holo-Jeremy smiles widely, showing off his snow-white teeth.",,
vic_meetJeremyHoloGuideManagement5.1b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement5.1b","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutManagementXPFirstTime","""Heh, you wouldn't say the same if you knew other megacorps of the old days and their top managers. Trust me, compared to them? She is an angel."" 

""And that concludes our short summary of VIC's current Board of Directors! Hope you've learned something new and interesting today!"" - holo-Jeremy smiles widely, showing off his snow-white teeth.",,
vic_meetJeremyHoloGuideManagement5.1c,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement5.1c","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutManagementXPFirstTime","""I'm afraid I'm not allowed to disclose that information, sorry."" - an apologetic smile appears on the hologuide's face for a brief moment, before he resumes talking.

""And that concludes our short summary of VIC's current Board of Directors! Hope you've learned something new and interesting today!"" - holo-Jeremy smiles widely, showing off his snow-white teeth.",,
vic_meetJeremyHoloGuideManagement5.1cDesperate,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement5.1cDesperate","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutManagementXPFirstTime","The hologuide doesn't answer. He just watches you, deep disappointment clearly visible.",,
vic_meetJeremyHoloGuideManagement6,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideManagement6","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith
FireAll vic_meetJeremyHoloGuideAboutManagementXPFirstTime","""And that concludes our short summary of VIC's current Board of Directors! Hope you've learned something new and interesting today!"" - holo-Jeremy smiles widely, showing off his snow-white teeth.",,
vic_meetJeremyHoloGuideAboutManagementXPFirstTime,vic_meetJeremyHoloGuideAboutManagementXPFirstTime,"!$global.vicGotXPForManagement","AddXP 50
$global.vicGotXPForManagement = true",,,
"#END Jeremy Holo Guide About Management",,,,,,
,,,,,,
# Jeremy Holo Guide About Genetech,,,,,,
vic_meetJeremyHoloGuideAboutGenetech,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetech","HideSecondPerson



","""Ah-h-h, yes, genetech, one of the most important discoveries the Conglomerate has ever made. Something that would have changed the Human Domain as much as the Gate System had done when it was first launched, if not for the Collapse. Nigh full control over the organic matter, including human flesh. Alas, alas. 

As you might know, this sort of biotechnologies was conceived quite some time ago, back when humanity was limited to the Old Earth as our only home. But it was rather primitive and stayed so for a long time. After all, living organisms are extremely complex mechanisms, learning how to work with them on such a deep level was not an easy feat.""","vic_meetJeremyHoloGuideAboutGenetech2: Continue
vic_meetJeremyHoloGuideAboutGenetech2b: ""Sounds like a blasphemous technology."" ",
vic_meetJeremyHoloGuideAboutGenetech2,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetech2","FireAll vic_JeremyHoloGuideAboutGenetechDetails","""Thankfully, the Conglomerate has figured out the potential of this technology quickly enough, and merged Atagara BioTech into itself, when those guys were one of the leading specialists in genetic engineering on the Domain market. Although, they were mostly focused on agriculture and medical solutions. But, a solid amount of investments, some extra time, and eventually they cracked the code. Dynamic change of the genetic foundation of an adult living organism has turned from a sci-fi dream into reality! Even though it would take lo-o-ot more time to perfect the technology and make it work just as good as it does nowadays.""","
",
vic_meetJeremyHoloGuideAboutGenetech2b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetech2b","FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith","The hologuide grins smugly, stopping his narration. 

""If that's blasphemous for you, then what are you even doing here talking with me?"" ",,
vic_meetJeremyHoloGuideAboutGenetechReleaseTime,vic_JeremyHoloGuideAboutGenetechDetails,"!$vic_JeremyHoloGuideAboutGenetechReleaseTimeAlreadySaid","AddOption 0 vic_meetJeremyHoloGuideAboutGenetechReleaseTime2 ""So, you're saying it wasn't ready before the Collapse?""",,,
vic_meetJeremyHoloGuideAboutGenetechReleaseTime2,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechReleaseTime2","$vic_JeremyHoloGuideAboutGenetechReleaseTimeAlreadySaid = true 0

FireAll vic_JeremyHoloGuideAboutGenetechDetails","""Correct! The technology didn't get to arrive to the mass market in time. It was only after the Collapse, during the period of our isolation, that we've completed it to the point where it could be used en masse without complications. Honestly, it's a miracle that with our limited resources the Bio-Research department has still pulled through! It also helped to quell public unrest which was, as you can imagine, at an all times high, with people simply falling into despair in the face of the Collapse. The completion and release of genetech, perhaps, indeed saved the company and the citizens who depended on us."" ",,
vic_meetJeremyHoloGuideAboutGenetechSideEffects,vic_JeremyHoloGuideAboutGenetechDetails,"!$vic_JeremyHoloGuideAboutGenetechSideEffectsAlreadySaid","AddOption 1 vic_meetJeremyHoloGuideAboutGenetechSideEffects2 ""What about side effects? I don't believe such thing is 100% safe.""",,,
vic_meetJeremyHoloGuideAboutGenetechSideEffects2,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechSideEffects2",,"""It doesn't matter whether you believe it or not,"" - the hologuide smiles widely.

""We would never put such a significant technology onto the public market without ensuring that it is as safe as possible. Of course, there are some edge cases when it comes to extreme scale of changes and the fact that using a modification which was finetuned for another person will lead to certain complications, but since all operations are conducted by our specialists only, you can rest assured that there will be no side effects whatsoever."" ","vic_meetJeremyHoloGuideAboutGenetechSideEffects3a: Continue
vic_meetJeremyHoloGuideAboutGenetechSideEffects3b: ""And I won't even go crazy? That must be a big toil on a human brain and all."" ",
vic_meetJeremyHoloGuideAboutGenetechSideEffects3a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechSideEffects3a","$vic_JeremyHoloGuideAboutGenetechSideEffectsAlreadySaid = true 0

FireAll vic_JeremyHoloGuideAboutGenetechDetails","""But even if by some miniscule chance something goes wrong, our genetech operators will always provide all the necessary help and get you back in shape in no time, so do not worry about it!"" - the holo-Jeremiah grins once again. ",,
vic_meetJeremyHoloGuideAboutGenetechSideEffects3b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechSideEffects3b","$vic_JeremyHoloGuideAboutGenetechSideEffectsAlreadySaid = true 0

FireAll vic_JeremyHoloGuideAboutGenetechDetails","""It is actually incredible how flexible our brains and neural systems are! Even those clients of ours who opted for some rather radical modifications kept all their cognitive abilities and clarity of mind completely intact. Of course, if the modification includes some significant changes to the brain matter itself, then, there will, obviously, be certain differences, but unless you specifically aim for that, then no, you will not go crazy, heh.""

""But even if by some miniscule chance something goes wrong, our genetech operators will always provide all the necessary help and get you back in shape in no time, so do not worry about it!"" - the holo-Jeremiah grins once again. ",,
vic_meetJeremyHoloGuideAboutGenetechPossibilities,vic_JeremyHoloGuideAboutGenetechDetails,"!$vic_JeremyHoloGuideAboutGenetechPossibilitiesAlreadySaid","AddOption 2 vic_meetJeremyHoloGuideAboutGenetechPossibilities2 ""And what are the exact possibilities of it?""",,,
vic_meetJeremyHoloGuideAboutGenetechPossibilities2,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechPossibilities2",,"""Don't be thinking that I'm being overly dramatic, but the possibilities are theoretically absolutely limitless! It can range from something as simple as, say, changing your natural hair or skin colour, or faster metabolism and reactions, or the shape of eyes and irises, to things like a second heart, or maybe chitin-like organic armor, or a second set of arms and legs, or, I don't know..."" - holographic Jeremiah thoughtfully looks to the ceiling, and then receives an obvious ""eureca"" moment, turning his gaze back on you.

""Hypothetically, you could outright swap your entire human body for a completely different one. Sex, anatomy, physiology, optimal environment conditions, - everything! Turning yourself into a xenofauna specimen? Absolutely possible!"" 

""Though, I have to warn you, this will cost truly a lot, despite us always trying to lower the price of the technology. And, truth be told, extreme modifications like that come with a bouquet of complications, so it is not advised unless you really want to change your current form that far. Even then, we can not ensure the success of operation and your safety."" ","vic_meetJeremyHoloGuideAboutGenetechPossibilities3a: ""M-m-m, yeah no, I'd prefer to stay human, thank you very much.""
vic_meetJeremyHoloGuideAboutGenetechPossibilities3b: ""Sounds radical, where can I sign up?""
vic_meetJeremyHoloGuideAboutGenetechPossibilities3c: ""The Domain was probably very interested in this technology, weren't they?""
",
vic_meetJeremyHoloGuideAboutGenetechPossibilities3a,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechPossibilities3a","$vic_JeremyHoloGuideAboutGenetechPossibilitiesAlreadySaid = true 0

FireAll vic_JeremyHoloGuideAboutGenetechDetails","Holo-Jeremy shrugs with a slight smile.

""It isn't like we're persuading anyone into abandoning their humanity. Genetech is a tool of many uses, we simply allow our clients to take it in their own hands and choose what to do with it themselves. Though personally I would suggest to consider something like a boost to your immune system or eyesight. Cheap, harmless, and will serve you well no matter what.""",,
vic_meetJeremyHoloGuideAboutGenetechPossibilities3b,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechPossibilities3b","$vic_JeremyHoloGuideAboutGenetechPossibilitiesAlreadySaid = true 0

FireAll vic_JeremyHoloGuideAboutGenetechDetails","""Ha-ha, I like your enthusiasm! You can find our specialised VIC Revitalisation Centres on Cocytus, Yama, Yesod and Ailmar. We're also looking into building more of those on other Core Worlds and, perhaps, on potential new colonies, whenever funds for those might turn up... So stay tuned for new openings!""",,
vic_meetJeremyHoloGuideAboutGenetechPossibilities3c,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetechPossibilities3c",,"""Heh, you bet they were. It isn't that big of a secret at this point that the Navy was very curious about the military applications of it. Our modern armed forces also receive a fair share of genetic modifications for better combat performance. I can't disclose the details, obviously, so I hope for your understanding.""","vic_meetJeremyHoloGuideAboutGenetechPossibilities3a: ""M-m-m, yeah no, I'd prefer to stay human, thank you very much.""
vic_meetJeremyHoloGuideAboutGenetechPossibilities3b: ""Sounds radical, where can I sign up?""",
vic_meetJeremyHoloGuideAboutGenetech3,vic_JeremyHoloGuideAboutGenetechDetails,,"AddOption 3 vic_meetJeremyHoloGuideAboutGenetech4 ""Continue""",,,
vic_meetJeremyHoloGuideAboutGenetech4,DialogOptionSelected,"$option ==  vic_meetJeremyHoloGuideAboutGenetech4","$vic_JeremyHoloGuideAboutGenetechSideEffectsAlreadySaid = false
$vic_JeremyHoloGuideAboutGenetechReleaseTimeAlreadySaid = false
$vic_JeremyHoloGuideAboutGenetechPossibilitiesAlreadySaid = false

FireAll vic_meetJeremyHoloGuideAboutGenetechXPFirstTime
FireAll vic_JeremyHoloGuideMainBranchNoZenith
FireAll vic_JeremyHoloGuideMainBranchZenith","""So, don't be surprised if you see people around who may not look like a pure human. Or like a human at all. The cost of modifications drops slightly with every passing year, so more and more clients are opting to try our transfiguration technology. Who knows, maybe some day it'll be as ubiquitous as cybernetic mods are today! Just imagine how much easier it will be to colonise new inhospitable planets or return to the ones lost because of the Collapse! Heed my words, genetech is the one true future for humanity, be sure of that!""",,
vic_meetJeremyHoloGuideAboutGenetechXPFirstTime,vic_meetJeremyHoloGuideAboutGenetechXPFirstTime,"!$global.vicGotXPForGenetech","AddXP 50
$global.vicGotXPForGenetech = true",,,
"#END Jeremy Holo Guide About Genetech",,,,,,
,,,,,,
# Jeremy Holo Guide Random Facts,,,,,,
